TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,ACTN_CD,ACTN_INTNL_TXT,TRAN_TYPE_CD,ACTVY_DT,FRAUD_NONFRAUD
0.01,0,70,10,442,5/20/2017 12:18:34,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,55373,MN,,1998-02-28 00:00:00,3/3/2021 16:18:34,3/3/2021,SCHPMT,P2P_COMMIT,P2P,3/3/2021,Non-Fraud
465.18,0,60,9,172,11/9/2020 13:23:45,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,TOUCH_ID,ALLOW,84087,UT,6/1/2020 15:33:50,2014-11-19 00:00:00,7/21/2021 11:23:45,7/21/2021,SCHPMT,P2P_COMMIT,P2P,7/21/2021,Non-Fraud
96.96,19165.8,59,4,430,5/14/2020 22:35:57,t-mobile usa  inc.,southwest,california,MOBL,DESKTOP,AFA_PL,ALLOW,92336,CA,,1994-06-24 00:00:00,2/28/2021 9:35:57,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021,Non-Fraud
2.03,0,43,4,442,4/18/2020 15:52:44,charter communications inc,south central,texas,MOBL,DESKTOP,UN_PWD,ALLOW,91105,CA,,2001-05-05 00:00:00,1/8/2021 8:52:44,1/8/2021,SCHPMT,P2P_COMMIT,P2P,1/8/2021,Non-Fraud
488.95,4476.22,26,2,312,6/27/2021 14:56:55,,,,ONLN,DESKTOP,FACE_ID,ALLOW,32702,FL,,1984-02-27 00:00:00,5/4/2021 12:14:46,5/4/2021,SCHPMT,P2P_COMMIT,P2P,5/4/2021,Fraud
2.9,4195.1,65,7,12,3/10/2017 15:7:20,cox communications inc.,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,88061,NM,8/29/2020 6:45:37,1987-08-28 00:00:00,2/15/2021 7:0:51,2/15/2021,SCHPMT,P2P_COMMIT,P2P,2/15/2021,Non-Fraud
490.13,2518.68,70,7,324,6/4/2021 7:56:55,,,,ONLN,MOBILE,UN_PWD,ALLOW,79106,TX,,2017-01-01 00:00:00,3/22/2021 14:14:46,3/22/2021,SCHPMT,P2P_COMMIT,P2P,3/22/2021,Fraud
118.68,35720.19,35,2,905,3/16/2017 3:58:16,wayport  llc,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,22193,VA,,1983-10-16 00:00:00,5/31/2021 11:58:16,5/31/2021,SCHPMT,P2P_COMMIT,P2P,5/31/2021,Non-Fraud
360.25,3270.99,83,5,250,,scott & white,south central,texas,ONLN,DESKTOP,UN_PWD,ALLOW,95688,CA,,1970-07-21 00:00:00,7/7/2021 20:20:55,7/7/2021,SCHPMT,P2P_COMMIT,P2P,7/7/2021,Non-Fraud
466.11,0,45,7,1491,1/18/2021 4:40:53,charter communications inc,south central,texas,MOBL,DESKTOP,AFA_PL,ALLOW,55128,MN,,1992-02-21 00:00:00,4/22/2021 15:40:53,4/22/2021,SCHPMT,P2P_COMMIT,P2P,4/22/2021,Non-Fraud
18.43,0,18,2,343,,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,92314,CA,,2006-06-28 00:00:00,7/3/2021 12:31:41,7/3/2021,SCHPMT,P2P_COMMIT,P2P,7/3/2021,Non-Fraud
2.56,0,63,4,11,5/18/2017 17:7:20,,,,MOBL,MOBILE,UN_PWD,ALLOW,28215,NC,,2002-05-12 00:00:00,5/15/2021 9:0:51,5/15/2021,SCHPMT,P2P_COMMIT,P2P,5/15/2021,Non-Fraud
0.01,0,60,4,1916,2/10/2021 7:7:20,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,89135,NV,,1994-08-21 00:00:00,3/8/2021 8:0:51,3/8/2021,SCHPMT,P2P_COMMIT,P2P,3/8/2021,Non-Fraud
490.12,3006.91,34,2,630,2/4/2020 13:46:27,comcast,great lakes,minnesota,MOBL,DESKTOP,UN_PWD,ALLOW,86520,AZ,11/30/2018 6:37:59,2012-09-12 00:00:00,2/24/2021 21:46:27,2/24/2021,SCHPMT,P2P_COMMIT,P2P,2/24/2021,Non-Fraud
12.2,3453.45,60,3,1779,11/23/2021 10:56:39,at&t mobility llc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,99703,AK,,2001-08-09 00:00:00,6/20/2021 13:56:39,6/20/2021,SCHPMT,P2P_COMMIT,P2P,6/20/2021,Non-Fraud
492.49,2925.02,58,7,1274,3/3/2020 16:56:55,,,,ONLN,,UN_PWD,CHALLENGE_SUCCESS,95605,CA,7/18/2020 13:50:5,2014-03-26 00:00:00,3/24/2021 14:14:46,3/24/2021,SCHPMT,P2P_COMMIT,P2P,3/24/2021,Fraud
486.41,3002.66,51,8,0,9/8/2021 12:3:11,charter communications inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,52726,IA,,2003-08-15 00:00:00,1/6/2021 12:3:11,1/6/2021,SCHPMT,P2P_COMMIT,P2P,1/6/2021,Fraud
343.23,470.16,75,3,794,5/15/2019 22:25:10,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,33068,FL,,1987-02-08 00:00:00,5/20/2021 18:25:10,5/20/2021,SCHPMT,P2P_COMMIT,P2P,5/20/2021,Non-Fraud
0.01,0,77,4,308,2/18/2021 4:58:58,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,8805,NJ,,2000-09-30 00:00:00,2/12/2021 8:58:58,2/12/2021,SCHPMT,P2P_COMMIT,P2P,2/12/2021,Non-Fraud
392.84,918.98,69,5,243,,cox communications inc.,southwest,california,ONLN,DESKTOP,AFA_PL,ALLOW,94547,CA,6/15/2018 6:45:37,2003-06-10 00:00:00,7/9/2021 20:12:46,7/9/2021,SCHPMT,P2P_COMMIT,P2P,7/9/2021,Non-Fraud
489.85,2974.85,25,4,0,6/29/2021 10:42:30,,,,ONLN,DESKTOP,UN_PWD,ALLOW,95687,CA,5/0/2020 9:4:11,1987-03-01 00:00:00,2/8/2021 17:42:30,2/8/2021,SCHPMT,P2P_COMMIT,P2P,2/8/2021,Fraud
30.41,28716.29,67,5,449,,orbitel communications  llc,southwest,arizona,ONLN,DESKTOP,UN_PWD,ALLOW,91723,CA,11/8/2021 16:2:23,1988-04-13 00:00:00,3/8/2021 4:21:11,3/8/2021,SCHPMT,P2P_COMMIT,P2P,3/8/2021,Non-Fraud
357.89,27724.95,61,39,2,5/18/2020 10:23:41,charter communications  inc,southeast,florida,MOBL,MOBILE,UN_PWD,ALLOW,85634,AZ,3/3/2019 15:45:37,1953-07-30 00:00:00,5/14/2021 18:23:41,5/14/2021,SCHPMT,P2P_COMMIT,P2P,5/14/2021,Non-Fraud
471.98,4538.95,36,3,178,,t-mobile usa  inc.,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,80513,CO,,2017-03-06 00:00:00,1/11/2021 11:5:42,1/11/2021,SCHPMT,P2P_COMMIT,P2P,1/11/2021,Non-Fraud
36.14,0,32,4,353,5/8/2017 5:14:52,,,,MOBL,MOBILE,UN_PWD,ALLOW,54942,WI,,1997-08-01 00:00:00,5/25/2021 11:14:52,5/25/2021,SCHPMT,P2P_COMMIT,P2P,5/25/2021,Non-Fraud
491.23,2748.55,72,7,0,4/11/2021 12:58:3,,,,ONLN,MOBILE,UN_PWD,ALLOW,85225,AZ,5/10/2020 3:45:37,1993-09-30 00:00:00,6/22/2021 0:58:3,6/22/2021,SCHPMT,P2P_COMMIT,P2P,6/22/2021,Fraud
0.01,0,57,6,511,,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,75249,TX,1/29/2020 6:45:37,1995-02-27 00:00:00,1/18/2021 15:43:45,1/18/2021,SCHPMT,P2P_COMMIT,P2P,1/18/2021,Non-Fraud
1481.23,10687.71,19,11,646,2/14/2019 6:23:2,charter communications,mountain,wyoming,MOBL,DESKTOP,FACE_ID,ALLOW,85251,AZ,,2002-01-09 00:00:00,3/15/2021 15:23:2,3/15/2021,SCHPMT,P2P_COMMIT,P2P,3/15/2021,Non-Fraud
447.37,26476.96,47,3,1008,10/4/2020 12:51:18,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77459,TX,10/3/2018 10:42:34,1998-10-26 00:00:00,3/22/2021 12:51:18,3/22/2021,SCHPMT,P2P_COMMIT,P2P,3/22/2021,Non-Fraud
497.42,20211.45,26,5,1027,,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,93455,CA,,1999-11-18 00:00:00,6/23/2021 8:53:46,6/23/2021,SCHPMT,P2P_COMMIT,P2P,6/23/2021,Non-Fraud
0.01,0,73,4,1262,6/24/2021 4:36:38,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,55315,MN,7/8/2020 11:45:37,1984-04-23 00:00:00,2/6/2021 16:36:38,2/6/2021,SCHPMT,P2P_COMMIT,P2P,2/6/2021,Non-Fraud
0.01,0,62,4,1182,3/18/2020 9:12:43,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85338,AZ,9/8/2020 22:47:27,1998-05-13 00:00:00,3/3/2021 5:12:43,3/3/2021,SCHPMT,P2P_COMMIT,P2P,3/3/2021,Non-Fraud
241.18,0,70,5,227,,,,,MOBL,MOBILE,UN_PWD,ALLOW,85266,AZ,2/11/2019 16:57:20,1988-06-06 00:00:00,7/30/2021 14:0:51,7/30/2021,SCHPMT,P2P_COMMIT,P2P,7/30/2021,Non-Fraud
28.93,1440.42,21,18,150,,charter communications,south central,missouri,ONLN,DESKTOP,UN_PWD,ALLOW,85757,AZ,,1999-01-03 00:00:00,2/27/2021 19:58:24,2/27/2021,SCHPMT,P2P_COMMIT,P2P,2/27/2021,Non-Fraud
368.65,3111.62,45,6,1113,,at&t mobility llc,south central,texas,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,95660,CA,,2017-10-16 00:00:00,4/14/2021 15:52:17,4/14/2021,SCHPMT,P2P_COMMIT,P2P,4/14/2021,Non-Fraud
129.22,9985.24,69,9,1325,2/20/2020 0:47:7,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,57717,SD,,1998-11-17 00:00:00,6/1/2021 11:47:7,6/1/2021,SCHPMT,P2P_COMMIT,P2P,6/1/2021,Non-Fraud
474.06,1105.17,37,14,411,,t-mobile usa  inc.,south central,texas,MOBL,,UN_PWD,ALLOW,74133,OK,12/7/2019 6:45:37,1987-02-27 00:00:00,3/29/2021 20:0:51,3/29/2021,SCHPMT,P2P_COMMIT,P2P,3/29/2021,Non-Fraud
180.12,8268.35,75,7,789,12/6/2020 4:14:4,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,AFA_PL,ALLOW,78255,TX,9/3/2019 6:45:37,1993-09-01 00:00:00,3/14/2021 16:14:4,3/14/2021,SCHPMT,P2P_COMMIT,P2P,3/14/2021,Non-Fraud
497.19,68169.98,43,5,122,6/2/2020 7:46:27,comcast cable communications  llc,mountain,colorado,MOBL,DESKTOP,UN_PWD,ALLOW,68130,NE,,2019-03-12 00:00:00,4/26/2021 7:46:27,4/26/2021,SCHPMT,P2P_COMMIT,P2P,4/26/2021,Fraud
8.36,0,61,21,761,6/7/2020 9:19:24,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,53206,WI,,2002-04-29 00:00:00,8/11/2021 7:19:24,8/11/2021,SCHPMT,P2P_COMMIT,P2P,8/11/2021,Non-Fraud
0.01,0,61,12,120,,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90670,CA,,1997-05-09 00:00:00,2/11/2021 14:37:21,2/11/2021,SCHPMT,P2P_COMMIT,P2P,2/11/2021,Non-Fraud
494.99,2822.65,37,5,846,11/17/2018 16:56:55,,,,ONLN,MOBILE,UN_PWD,ALLOW,28215,NC,,1998-12-13 00:00:00,4/1/2021 12:14:46,4/1/2021,SCHPMT,P2P_COMMIT,P2P,4/1/2021,Fraud
17.23,763.01,36,2,985,,at&t mobility llc,southwest,california,ONLN,MOBILE,AFA_PL,ALLOW,40222,KY,,1995-07-31 00:00:00,6/15/2021 12:27:42,6/15/2021,SCHPMT,P2P_COMMIT,P2P,6/15/2021,Non-Fraud
495.25,2155.43,90,3,146,2/16/2020 7:44:11,eonix corporation,southwest,arizona,ONLN,DESKTOP,UN_PWD,ALLOW,76020,TX,,2014-12-30 00:00:00,6/23/2021 7:44:11,6/23/2021,SCHPMT,P2P_COMMIT,P2P,6/23/2021,Fraud
0.01,0,37,3,11,5/23/2020 14:20:52,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,91702,CA,,1995-02-06 00:00:00,6/2/2021 9:20:52,6/2/2021,SCHPMT,P2P_COMMIT,P2P,6/2/2021,Non-Fraud
9.07,4544.55,63,5,42,2/20/2020 12:16:20,,,,ONLN,DESKTOP,UN_PWD,ALLOW,85310,AZ,8/11/2020 14:23:46,2019-02-18 00:00:00,4/7/2021 15:16:20,4/7/2021,SCHPMT,P2P_COMMIT,P2P,4/7/2021,Non-Fraud
488.31,3674.21,71,2,249,3/5/2020 15:56:55,city of pasadena,southwest,california,MOBL,,TOUCH_ID,ALLOW,37042,TN,,1993-12-08 00:00:00,3/17/2021 18:14:46,3/17/2021,SCHPMT,P2P_COMMIT,P2P,3/17/2021,Fraud
435.3,8604.93,63,4,78,,,,,MOBL,MOBILE,AFA_PL,ALLOW,79403,TX,6/9/2020 19:37:15,2020-11-11 00:00:00,3/19/2021 21:12:24,3/19/2021,SCHPMT,P2P_COMMIT,P2P,3/19/2021,Non-Fraud
4.93,10093.67,32,3,150,1/19/2020 1:47:30,comcast cable communications  llc,southwest,california,MOBL,,UN_PWD,ALLOW,91107,CA,7/26/2019 9:45:37,1993-07-17 00:00:00,3/9/2021 11:47:30,3/9/2021,SCHPMT,P2P_COMMIT,P2P,3/9/2021,Non-Fraud
482.63,680.4,78,4,57,8/17/2018 8:18:1,t-mobile usa  inc.,northeast,new york,MOBL,MOBILE,FACE_ID,ALLOW,98277,WA,,2017-12-10 00:00:00,3/20/2021 9:18:1,3/20/2021,SCHPMT,P2P_COMMIT,P2P,3/20/2021,Non-Fraud
498.36,47717.13,72,8,30,6/7/2018 17:26:26,charter communications inc,midwest,nebraska,MOBL,DESKTOP,UN_PWD,ALLOW,92223,CA,,2010-07-08 00:00:00,1/24/2021 3:26:26,1/24/2021,SCHPMT,P2P_COMMIT,P2P,1/24/2021,Fraud
489.91,2746.14,72,5,171,10/2/2020 12:15:4,,,,ONLN,,TOUCH_ID,CHALLENGE_SUCCESS,75214,TX,5/16/2020 12:50:5,1994-03-01 00:00:00,1/14/2021 12:15:4,1/14/2021,SCHPMT,P2P_COMMIT,P2P,1/14/2021,Fraud
0.01,0,60,6,693,12/15/2019 6:58:17,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,90502,CA,,2013-08-17 00:00:00,4/9/2021 19:58:17,4/9/2021,SCHPMT,P2P_COMMIT,P2P,4/9/2021,Non-Fraud
11.71,16772.23,58,3,84,,t-mobile usa  inc.,northeast,new york,ONLN,MOBILE,UN_PWD,ALLOW,32084,FL,,2014-07-13 00:00:00,2/2/2021 11:5:35,2/2/2021,SCHPMT,P2P_COMMIT,P2P,2/2/2021,Non-Fraud
68.8,10.23,69,6,727,,at&t mobility llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,78237,TX,,2014-01-23 00:00:00,4/30/2021 6:35:43,4/30/2021,SCHPMT,P2P_COMMIT,P2P,4/30/2021,Non-Fraud
486.2,1963.49,66,7,0,2/3/2021 3:44:5,,,,MOBL,MOBILE,UN_PWD,ALLOW,94587,CA,5/20/2020 13:51:24,2010-08-25 00:00:00,4/15/2021 9:44:5,4/15/2021,SCHPMT,P2P_COMMIT,P2P,4/15/2021,Fraud
100.52,1939.46,51,12,54,,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,76209,TX,,1980-08-21 00:00:00,2/17/2021 0:0:51,2/17/2021,SCHPMT,P2P_COMMIT,P2P,2/17/2021,Non-Fraud
479.17,120541.97,65,3,69,,charter communications inc,southwest,california,MOBL,PHONE,TOUCH_ID,ALLOW,57042,SD,,1989-11-23 00:00:00,1/19/2021 10:0:51,1/19/2021,SCHPMT,P2P_COMMIT,P2P,1/19/2021,Non-Fraud
0.01,0,71,3,233,4/30/2019 4:44:29,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,50669,IA,7/23/2017 6:23:51,2000-01-01 00:00:00,2/27/2021 8:44:29,2/27/2021,SCHPMT,P2P_COMMIT,P2P,2/27/2021,Non-Fraud
489.99,158044.15,45,7,2583,7/4/2021 12:35:7,cox communications inc.,southwest,california,ONLN,,AFA_PL,ALLOW,60654,IL,,1964-02-01 00:00:00,8/3/2021 13:35:7,8/3/2021,SCHPMT,P2P_COMMIT,P2P,8/3/2021,Fraud
93.39,0,39,4,53,5/7/2017 7:37:57,frontier communications of america  inc.,southwest,california,ONLN,,FACE_ID,ALLOW,51442,IA,,2000-04-22 00:00:00,3/13/2021 10:37:57,3/13/2021,SCHPMT,P2P_COMMIT,P2P,3/13/2021,Non-Fraud
0.01,61500.32,25,4,2114,6/2/2020 0:14:10,charter communications,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,33868,FL,,2010-04-26 00:00:00,4/29/2021 9:14:10,4/29/2021,SCHPMT,P2P_COMMIT,P2P,4/29/2021,Non-Fraud
613.59,4478.69,87,5,87,,cox communications inc.,southwest,california,MOBL,PHONE,UN_PWD,ALLOW,33073,FL,,2011-09-20 00:00:00,2/12/2021 9:33:25,2/12/2021,SCHPMT,P2P_COMMIT,P2P,2/12/2021,Non-Fraud
55.12,0,79,54,878,9/28/2019 17:0:44,perimeter 81 llc,northeast,new york,MOBL,,UN_PWD,ALLOW,29617,SC,,2017-11-22 00:00:00,6/15/2021 5:0:44,6/15/2021,SCHPMT,P2P_COMMIT,P2P,6/15/2021,Non-Fraud
35.15,477.21,75,4,628,,cellco partnership dba verizon wireless,great lakes,minnesota,MOBL,MOBILE,FACE_ID,ALLOW,90640,CA,,1989-01-31 00:00:00,3/3/2021 14:32:56,3/3/2021,SCHPMT,P2P_COMMIT,P2P,3/3/2021,Non-Fraud
491.59,2579.78,58,5,0,,,,,ONLN,DESKTOP,FACE_ID,CHALLENGE_SUCCESS,91502,CA,5/14/2018 14:1:37,2013-08-22 00:00:00,3/10/2021 3:14:46,3/10/2021,SCHPMT,P2P_COMMIT,P2P,3/10/2021,Fraud
491.18,13179.45,24,7,96,11/16/2020 14:55:20,wmtel,midwest,iowa,ONLN,DESKTOP,UN_PWD,ALLOW,98338,WA,1/10/2018 23:3:43,1983-04-01 00:00:00,1/29/2021 9:55:20,1/29/2021,SCHPMT,P2P_COMMIT,P2P,1/29/2021,Fraud
220.48,1255.17,54,28,1319,11/5/2021 15:4:46,tds telecom,mountain,new mexico,ONLN,DESKTOP,TOUCH_ID,ALLOW,29349,SC,7/16/2020 6:36:50,1987-05-28 00:00:00,7/27/2021 5:4:46,7/27/2021,SCHPMT,P2P_COMMIT,P2P,7/27/2021,Non-Fraud
0.01,132.75,38,4,276,3/16/2020 15:35:31,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,57745,SD,,1994-03-03 00:00:00,4/6/2021 18:35:31,4/6/2021,SCHPMT,P2P_COMMIT,P2P,4/6/2021,Non-Fraud
18.26,0,28,6,57,,att services inc,southeast,north carolina,ONLN,,UN_PWD,ALLOW,57042,SD,4/22/2018 6:56:15,2013-04-04 00:00:00,5/8/2021 4:0:51,5/8/2021,SCHPMT,P2P_COMMIT,P2P,5/8/2021,Non-Fraud
60.24,0,46,3,69,9/30/2021 15:7:20,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,89081,NV,,2015-09-28 00:00:00,1/17/2021 13:0:51,1/17/2021,SCHPMT,P2P_COMMIT,P2P,1/17/2021,Non-Fraud
48.71,1981.27,70,6,662,8/8/2020 12:30:4,comcast,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,86045,AZ,,2008-11-23 00:00:00,6/3/2021 22:30:4,6/3/2021,SCHPMT,P2P_COMMIT,P2P,6/3/2021,Non-Fraud
2.22,663.87,76,6,454,12/18/2020 10:35:41,,,,MOBL,MOBILE,UN_PWD,ALLOW,61071,IL,7/8/2019 12:45:37,2012-06-19 00:00:00,3/13/2021 12:35:41,3/13/2021,SCHPMT,P2P_COMMIT,P2P,3/13/2021,Non-Fraud
21.75,89.71,35,5,120,7/11/2021 4:3:38,cox communications inc.,southwest,california,MOBL,DESKTOP,TOUCH_ID,ALLOW,33178,FL,,2015-02-23 00:00:00,1/22/2021 11:3:38,1/22/2021,SCHPMT,P2P_COMMIT,P2P,1/22/2021,Non-Fraud
490.74,2956.47,55,4,0,6/18/2018 12:48:15,horry telephone cooperative  inc.,southeast,south carolina,ONLN,DESKTOP,UN_PWD,ALLOW,53081,WI,1/5/2019 18:50:5,1973-08-16 00:00:00,2/3/2021 13:48:15,2/3/2021,SCHPMT,P2P_COMMIT,P2P,2/3/2021,Fraud
1.29,0,41,4,806,,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,92555,CA,,1976-04-01 00:00:00,4/3/2021 5:4:24,4/3/2021,SCHPMT,P2P_COMMIT,P2P,4/3/2021,Non-Fraud
1000.66,9188.28,45,5,758,4/18/2017 6:43:24,comcast,south central,texas,MOBL,DESKTOP,UN_PWD,ALLOW,28457,NC,7/8/2020 4:45:37,1997-10-15 00:00:00,7/6/2021 19:43:24,7/6/2021,SCHPMT,P2P_COMMIT,P2P,7/6/2021,Non-Fraud
492.95,2099.11,61,7,945,9/17/2021 12:19:0,,,,ONLN,DESKTOP,UN_PWD,ALLOW,90044,CA,9/10/2020 8:50:5,1959-11-01 00:00:00,4/14/2021 14:19:0,4/14/2021,SCHPMT,P2P_COMMIT,P2P,4/14/2021,Fraud
413.61,0,44,5,151,7/10/2017 17:23:33,charter communications inc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,97223,OR,5/8/2019 6:32:45,2018-10-23 00:00:00,5/15/2021 19:23:33,5/15/2021,SCHPMT,P2P_COMMIT,P2P,5/15/2021,Non-Fraud
492.73,3216.4,54,9,0,10/21/2018 12:10:28,utopia,mountain,utah,ONLN,,UN_PWD,CHALLENGE_SUCCESS,85204,AZ,12/0/2020 10:50:5,1997-05-09 00:00:00,2/16/2021 14:10:28,2/16/2021,SCHPMT,P2P_COMMIT,P2P,2/16/2021,Fraud
65.27,4835.31,62,2,890,10/16/2017 8:42:31,,,,MOBL,MOBILE,UN_PWD,ALLOW,75072,TX,,1996-03-14 00:00:00,1/21/2021 5:42:31,1/21/2021,SCHPMT,P2P_COMMIT,P2P,1/21/2021,Non-Fraud
30.59,3233.7,70,9,1657,12/17/2020 23:21:20,,,,ONLN,,UN_PWD,CHALLENGE_SUCCESS,85132,AZ,,1994-06-28 00:00:00,1/20/2021 10:21:20,1/20/2021,SCHPMT,P2P_COMMIT,P2P,1/20/2021,Fraud
73.75,0,63,7,168,6/8/2020 4:24:7,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,78070,TX,,2000-07-04 00:00:00,2/20/2021 13:24:7,2/20/2021,SCHPMT,P2P_COMMIT,P2P,2/20/2021,Non-Fraud
17.56,99670.47,29,2,450,,cox communications inc.,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,79403,TX,,2000-03-08 00:00:00,5/7/2021 11:0:51,5/7/2021,SCHPMT,P2P_COMMIT,P2P,5/7/2021,Non-Fraud
55.68,4374.38,67,6,475,,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,TOUCH_ID,ALLOW,6811,CT,,2017-11-01 00:00:00,6/29/2021 9:43:37,6/29/2021,SCHPMT,P2P_COMMIT,P2P,6/29/2021,Non-Fraud
139.33,3512.49,30,82,14,11/20/2021 12:56:55,comcast cable communications  llc,great lakes,minnesota,ONLN,DESKTOP,TOUCH_ID,ALLOW,32219,FL,,1974-08-10 00:00:00,4/10/2021 9:14:46,4/10/2021,SCHPMT,P2P_COMMIT,P2P,4/10/2021,Fraud
23.36,0,54,3,2626,5/23/2017 4:38:12,,,,MOBL,MOBILE,UN_PWD,ALLOW,86503,AZ,,1997-03-25 00:00:00,4/16/2021 18:38:12,4/16/2021,SCHPMT,P2P_COMMIT,P2P,4/16/2021,Non-Fraud
7.04,251.94,53,5,14,,,,,MOBL,MOBILE,UN_PWD,ALLOW,89521,NV,,1995-11-09 00:00:00,4/1/2021 9:44:33,4/1/2021,SCHPMT,P2P_COMMIT,P2P,4/1/2021,Non-Fraud
344.26,2695.96,24,4,219,,,,,MOBL,MOBILE,UN_PWD,ALLOW,89506,NV,5/14/2018 20:50:5,1972-08-16 00:00:00,7/18/2021 15:14:46,7/18/2021,SCHPMT,P2P_COMMIT,P2P,7/18/2021,Fraud
106.62,64184.87,85,4,292,12/15/2021 20:7:20,emts nigeria,unknown,lagos,ONLN,MOBILE,FACE_ID,ALLOW,91607,CA,,1998-08-11 00:00:00,4/13/2021 9:0:51,4/13/2021,SCHPMT,P2P_COMMIT,P2P,4/13/2021,Non-Fraud
495.08,65220.57,43,3,3,1/20/2021 16:21:31,hughes network systems,southeast,florida,MOBL,TABLET,FACE_ID,ALLOW,92506,CA,,2014-08-21 00:00:00,4/23/2021 15:21:31,4/23/2021,SCHPMT,P2P_COMMIT,P2P,4/23/2021,Fraud
486.58,5283.55,47,4,1128,11/18/2017 22:10:32,at&t mobility llc,mid atlantic,maryland,ONLN,MOBILE,TOUCH_ID,ALLOW,92115,CA,,1979-05-01 00:00:00,1/10/2021 20:10:32,1/10/2021,SCHPMT,P2P_COMMIT,P2P,1/10/2021,Non-Fraud
413.89,0,48,3,440,,comcast,mountain,colorado,MOBL,DESKTOP,UN_PWD,ALLOW,78063,TX,5/7/2017 16:45:37,2014-02-16 00:00:00,6/9/2021 15:28:29,6/9/2021,SCHPMT,P2P_COMMIT,P2P,6/9/2021,Non-Fraud
0.01,0,69,3,1306,11/4/2017 10:3:39,comcast cable communications  llc,southwest,california,ONLN,DESKTOP,AFA_PL,ALLOW,93560,CA,,1998-07-24 00:00:00,7/3/2021 16:3:39,7/3/2021,SCHPMT,P2P_COMMIT,P2P,7/3/2021,Non-Fraud
488.02,2762.87,69,4,1,1/17/2020 12:25:34,,,,ONLN,DESKTOP,UN_PWD,ALLOW,91604,CA,5/29/2021 2:50:5,1987-06-01 00:00:00,3/19/2021 12:25:34,3/19/2021,SCHPMT,P2P_COMMIT,P2P,3/19/2021,Fraud
64.3,0,72,2,991,,taiwan mobile co.  ltd.,unknown,taipei,MOBL,MOBILE,TOUCH_ID,ALLOW,83204,ID,,1998-02-28 00:00:00,2/9/2021 19:44:30,2/9/2021,SCHPMT,P2P_COMMIT,P2P,2/9/2021,Non-Fraud
41.36,0,63,4,47,7/7/2020 8:7:20,comcast,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,7501,NJ,,2020-12-11 00:00:00,2/13/2021 16:0:51,2/13/2021,SCHPMT,P2P_COMMIT,P2P,2/13/2021,Non-Fraud
